,time,pstate1,pstate2,pstate3,se1,se2,se3
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,1.0,0.985401483168506,0.004711790752231022,0.009886726079262956,0.001897919807965823,0.0009984565931521446,0.001614058248347946
3,2.0,0.9721754821388415,0.00857009868202639,0.019254419179132058,0.002627141594685654,0.0013539945920867662,0.0022600130040276766
4,3.0,0.9664348052344551,0.013506517579627755,0.020058677185917174,0.002859704174511405,0.0017164828302261624,0.0023076604363231447
5,4.0,0.9631580072185352,0.016114870426194906,0.02072712235527001,0.002985087795923187,0.0018929510346060764,0.0023478168329553344
6,5.0,0.9590179635701125,0.019986274891301618,0.020995761538586004,0.00313793935693248,0.0021193537328147286,0.0023633152654304757
7,6.0,0.955521739043807,0.022809857806663326,0.02166840314952987,0.003263580554099598,0.0022781110584456214,0.0024005186463832975
8,7.0,0.953530185814978,0.02392567292156832,0.022544141263454033,0.00333440114045049,0.002339057598166174,0.0024429691193964846
9,8.0,0.9513765761824785,0.025673475014356916,0.02294994880316497,0.003408555249841414,0.0024310627966059382,0.0024618013267749205
10,9.0,0.9495450170238784,0.025741345891587126,0.024713637084534903,0.0034729554538246443,0.002436405100091123,0.0025418933469200564
11,10.0,0.9470660137770043,0.026041909263367323,0.02689207695962885,0.0035578201708281816,0.002458243970161091,0.002639258968163193
12,11.0,0.9456643031563061,0.026288179636928696,0.02804751720676557,0.0036059007708624446,0.0024721704657869894,0.002691107400894346
13,12.0,0.9436693220923469,0.025460065785778703,0.03087061212187483,0.0036750558622220633,0.0024319827496160538,0.0028131978352189343
14,13.0,0.9406492937181512,0.02634738979009121,0.03300331649175796,0.0037743639670761043,0.0024860308517030065,0.002907794643658766
15,14.0,0.9389230358970467,0.026361740011029436,0.034715224091924166,0.0038314186105646115,0.002489058269103363,0.002980837768079593
16,15.0,0.9359552928174236,0.025334160379469024,0.03871054680310762,0.00392750049650226,0.0024424391847631625,0.0031380030250232915
17,16.0,0.9348758597627623,0.023643065882163684,0.04148107435507431,0.003963019922420811,0.0023529066346371693,0.0032374334160535554
18,17.0,0.9320695502785258,0.023652770466159604,0.04427767925531497,0.0040519804145523804,0.002357515339863493,0.0033479958231855587
19,18.0,0.9298024201740039,0.024300404593074535,0.04589717523292187,0.004122147017576543,0.002392959966052748,0.0034129535153851888
20,19.0,0.9265086353860335,0.024738669408711784,0.04875269520525522,0.004222127077993772,0.002419834534926767,0.0035221627980927105
21,20.0,0.9236994836051337,0.02517220077091668,0.05112831562395013,0.0043058607316217214,0.0024446885222302495,0.003611466780918631
22,21.0,0.9216455314773174,0.024963361119423766,0.053391107403259315,0.004366273012901185,0.002437123886660602,0.0036914165698127195
23,22.0,0.9187253904463467,0.024751575385462524,0.05652303416819128,0.0044519234062807105,0.0024279498252222065,0.0038023467445285363
24,23.0,0.9131005987381124,0.025833911158564076,0.061065490103323954,0.004609342442797982,0.002487786306801377,0.003960894326760363
25,24.0,0.9086613896965311,0.026055908787215486,0.06528270151625391,0.004731355456985148,0.00250238674422991,0.004101583051552226
26,25.0,0.9036236825622542,0.026273112663855243,0.07010320477389091,0.0048672453339104055,0.002515207284908523,0.0042586752712219945
27,26.0,0.8978273240016474,0.026920928476589487,0.07525174752176338,0.005018633767202475,0.0025489296710146433,0.004422114115671008
28,27.0,0.8925705153921993,0.027139953494895976,0.08028953111290499,0.005152184519391228,0.0025631741262030707,0.004574432258700544
29,28.0,0.8837377459539661,0.028002067387525337,0.08826018665850881,0.0053665208281282115,0.002613299448704511,0.00480627284638014
30,29.0,0.8760882928696793,0.028433483913219627,0.09547822321710134,0.005547931735429752,0.0026382800993132428,0.005008483718614312
31,30.0,0.8679578498078228,0.030373526019459564,0.10166862417271799,0.005728573640241756,0.002737211388654434,0.00517729144038931
32,31.0,0.8630302465810135,0.030816895119416272,0.1061528582995706,0.005832634025830078,0.002773292370494009,0.0052896252315425395
33,32.0,0.8578291283462709,0.03211410041483242,0.11005677123889694,0.005940762600820283,0.0028431779167576183,0.00538923386109651
34,33.0,0.8498582779997075,0.0347010304799399,0.11544069152035294,0.006102513872373719,0.002968123593552074,0.005526694113500735
35,34.0,0.8417685819768679,0.03664628349537555,0.12158513452775688,0.006263968498033528,0.0030620448054430437,0.0056790362926516635
36,35.0,0.8340046013772622,0.03880811482474007,0.12718728379799807,0.006413246923440046,0.0031638611491136147,0.00581467796560112
37,36.0,0.8257528795525145,0.04184536854531314,0.13240175190217263,0.006562873122524778,0.0033083349648162963,0.005937438431738974
38,37.0,0.8155570237868623,0.04703474727462312,0.13740822893851484,0.006738149068551593,0.0035373876759457086,0.006054242470125824
39,38.0,0.8093888816957638,0.04879336783942641,0.14181775046481007,0.006846331245975142,0.0036183518061367235,0.006153220594085975
40,39.0,0.8011439947844796,0.0514438289971718,0.14741217621834882,0.006985278928631285,0.0037435538926274665,0.0062760063739577664
41,40.0,0.7896049766364601,0.05606468202604484,0.15433034133749532,0.007172286472994304,0.00395112642122245,0.00642750469652592
42,41.0,0.7797977175248204,0.058807747994354315,0.16139453448082552,0.007326672372533835,0.004097438930066156,0.006575056877290529
43,42.0,0.7658560231636697,0.06460899059850128,0.16953498623782925,0.007537237940646723,0.00437121334111997,0.006748235189495633
44,43.0,0.7554301031963125,0.06737400374476268,0.17719589305892508,0.007692939995448126,0.0045129532295451955,0.006900878144837751
45,44.0,0.7417836634150697,0.07361714364432682,0.18459919294060367,0.007888607416234567,0.0047723348570178825,0.0070496926982153325
46,45.0,0.7296385754282071,0.07813328258254698,0.19222814198924618,0.008057892751894504,0.004965817580727705,0.007198507605815858
47,46.0,0.7124113492070916,0.08842701668067035,0.19916163411223836,0.00828797874990447,0.005371639915528188,0.007343503957426564
48,47.0,0.6994367173719114,0.09520487964513881,0.20535840298295022,0.008458046718283891,0.005640530703065507,0.007468534696226465
49,48.0,0.6838932247469407,0.10269020440926947,0.2134165708437902,0.008653851032810684,0.0059341066284920715,0.007628136455931947
50,49.0,0.6682470340823183,0.10754878105313574,0.2242041848645462,0.008837258377719738,0.006142957997948638,0.007829221874888914
51,50.0,0.6520593217635505,0.11353303091029834,0.23440764732615138,0.00901923103239077,0.006392639883835881,0.008021201146577717
52,51.0,0.6377741548197903,0.1222390671699399,0.23998677801027013,0.009183396374853903,0.0067138010559352574,0.008139163327822163
53,52.0,0.6241559310205232,0.1282328128824391,0.24761125609703796,0.009323877252066001,0.006925438716564894,0.008274510792664898
54,53.0,0.6128916738803255,0.13323809642967613,0.25387022968999867,0.009447062163496799,0.007157825916841589,0.008411955870382782
55,54.0,0.5983188466965632,0.13897686070725238,0.2627042925961847,0.009591909555998921,0.007409471488248832,0.008586476754454045
56,55.0,0.5904689307918218,0.1421871047087053,0.26734396449947323,0.009678345180732947,0.007581347292797127,0.008694897427931857
57,56.0,0.5819033949273259,0.14652051509485553,0.27157608997781896,0.00977172266744026,0.007775169896793987,0.008795266197076063
58,57.0,0.5751491630326898,0.14925870596867621,0.27559213099863433,0.009844313717306336,0.00791832774417083,0.008888197418369537
59,58.0,0.5695900764012671,0.1510742609057988,0.27933566269293436,0.00990522054905478,0.00803600171015982,0.008976780063145447
60,59.0,0.5623947010446854,0.1517043666465041,0.28590093230881075,0.00996001405046415,0.008110462026676665,0.00909168384895795
61,60.0,0.5472676852941991,0.15305239768567208,0.299679917020129,0.010043569204170336,0.008212000414782815,0.009292513451946562
62,61.0,0.524767460453561,0.15365355073430667,0.3215789888121325,0.010122538861726137,0.00827306412833114,0.009555402476518612
63,62.0,0.5064636768134846,0.1526349496863307,0.3409013735001849,0.010177710264554612,0.008303998759065134,0.00978351396923151
64,63.0,0.4890680265790284,0.15297149108769317,0.3579604823332786,0.010222829726023612,0.008349810191706624,0.009968105299182007
