,time,pstate1,pstate2,pstate3,se1,se2,se3
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,1.0,0.9863813229571985,0.005836575875486381,0.00778210116731516,0.005077275638956485,0.003323857134239053,0.0038380596224015504
3,2.0,0.9785838421433076,0.009735316282431824,0.011680841574260636,0.006350872197987697,0.004294356369465136,0.004700538265519851
4,3.0,0.976626674459021,0.011692483966718403,0.011680841574260636,0.0066323150817676505,0.004709935942101653,0.004700538265519851
5,4.0,0.970755171406161,0.017563987019578335,0.011680841574260636,0.0074036505211069635,0.005768349601033444,0.004700538265519851
6,5.0,0.9629265006690146,0.025392657756724724,0.011680841574260636,0.008307189476689694,0.0069152809206092175,0.004700538265519851
7,6.0,0.9570549976161546,0.029310879443682734,0.013634122940162537,0.008917521383618128,0.007526734056052061,0.0052337241936272275
8,7.0,0.9550978299318681,0.029313988498390446,0.015588181569741386,0.009111099315755603,0.007535029025158514,0.00558223812332054
9,8.0,0.9492263268790082,0.03518549155125028,0.015588181569741386,0.00966153653400516,0.008213566177912017,0.00558223812332054
10,9.0,0.9472691591947217,0.037142659235536925,0.015588181569741386,0.009837453010763728,0.008426771588072328,0.00558223812332054
11,10.0,0.9453119915104351,0.03703634585118259,0.017651662638382325,0.010009529925741528,0.008433369115968392,0.005942589136738987
12,11.0,0.9453119915104351,0.034978771081672445,0.01970923740789247,0.010009529925741528,0.008198481107280876,0.006242050147378039
13,12.0,0.9433548238261485,0.03693593876595903,0.01970923740789247,0.01017796202508042,0.008412149291584839,0.006242050147378039
14,13.0,0.9413976561418619,0.034789113254028024,0.023813230604110138,0.010342927375170284,0.008182222518065994,0.006828313455866381
15,14.0,0.9394404884575753,0.03469986251160708,0.025859649030817666,0.010504589304041806,0.008187578089663835,0.007115879676507724
16,15.0,0.9374833207732888,0.02849235666375088,0.03402432256296051,0.010663098061055195,0.007351907053481139,0.00799121862809209
17,16.0,0.9355261530890022,0.024422019997500752,0.040051826913497277,0.010818592243327593,0.0067673237618813735,0.008600796454978186
18,20.0,0.9316118177204289,0.028336355366074012,0.040051826913497277,0.01112032340502001,0.0072817536447681635,0.008600796454978186
19,21.0,0.9316118177204289,0.026312329982783014,0.04207585229678828,0.01112032340502001,0.0070179739784188705,0.008805582405563039
20,22.0,0.9296505296831229,0.026312329982783014,0.044037140334094366,0.011268182272074745,0.0070179739784188705,0.009002744616365873
21,23.0,0.9276892416458168,0.028273618020089136,0.044037140334094366,0.011413465187885496,0.007272012867534486,0.009002744616365873
